231.92 235.7 235.3 232.61 230.69 229.08 227.01 225.12 223.61 216.06 179.21 134.49 114.46 106.21 89.94 63.84 56.15 81.63 96.9 91.03 87.26 84.39 85.8 88.87 76.82 57.22 78.26 126.3 129.31 107.62 139.29 155.16
233.2 233.2 231.01 227.73 226.53 228.3 227.27 226.27 224.84 168.34 95.09 76.38 101.85 116.66 72.59 41.98 41.99 78.59 99.27 82.69 75.12 76.62 83.26 82.39 76.64 69.12 56.5 82.66 110.72 134.77 163.83 160.7
230.6 229.6 229.49 230.49 231.79 233.27 232.75 232.75 230.23 141.53 39.86 34.3 69.58 107.25 69.15 47.26 77.85 94.3 85.86 74.68 74.97 77.58 80.54 74.37 64.15 52.52 50.3 91.58 136.2 165.83 171.52 161.28
229.86 231.54 234.13 236.32 237.58 238.1 237.24 234.23 235.3 185.75 51.06 21.71 31.52 69.47 92.04 90.49 93.73 83.5 74.88 72.48 76.28 80.89 69.53 54.56 46.25 58.59 99.21 127.28 139.55 147.33 143.42 148.29
235.64 237.51 238.26 238.01 234.75 228.87 221.33 215.68 214.74 175.28 50.66 15.24 22.37 54.38 94.83 88.24 73.34 72.7 71.99 76.46 72.22 64.18 50.98 34.56 71.77 118.67 132.92 126.62 124.92 123.33 115.82 117.58
222.07 216.24 205.98 194.52 187.78 179.73 168.03 169.42 149.57 74.63 12.69 11.29 49.99 94.87 84.55 67.88 73.52 73.2 78.62 76.49 62.21 46.5 22.03 48.74 107.28 130.22 131.22 133.62 132.92 119.91 110.1 105.67
178.03 168.79 168.49 171.36 174.51 174.98 170.56 138.19 92.47 69.75 29.39 62.26 109 99.53 77.55 67.25 72.69 79.87 77.64 61.6 47.14 18.36 38.39 98.24 123.03 133.94 139.33 129.62 128.22 115.62 102.29 101.35
177.28 171.14 172.21 179.12 182.49 177.01 137.38 88.8 79.09 95.5 104.84 124.1 105.28 79.83 73.81 73.08 74.92 72.52 58.06 40.82 18.96 24.32 87.98 117.15 123.69 133.48 132.1 115.22 127.94 128.02 114.66 122.84
149.88 151.62 151.76 155.82 158.82 126.47 84.67 85.43 95.19 112.38 135.59 101.99 71.42 67.95 74.32 79.91 68.73 51.93 37.56 18.97 19.51 63.12 104.28 106.44 110.9 132.18 144.09 130.8 134.8 136.39 132.15 138.44
120.15 125.01 131.32 120.88 104.65 77.3 83.53 105.66 114.75 122.11 106.37 61.42 33.45 35.02 58.44 66.78 54.15 36.71 19.54 24.64 68.66 110.74 120.58 126.07 132.94 151.33 158.57 152.27 141.55 131.95 129.15 140.74
119.26 123.68 109.23 89.13 84.75 76.65 87.54 109.55 104.45 90 58.96 25.17 17.98 21.64 28.13 35.34 32.74 19.34 34.59 84.7 131.63 141.48 142.84 153.71 157.39 157.69 155.54 155.24 145.61 135.02 137.15 149.84
126.74 118.34 74.48 56.82 79.84 88.07 96.54 95.1 83.5 52.64 16.72 29.97 62.85 66.6 49.9 23.23 16.74 44.77 100.66 140.35 150.63 152.53 159.22 162.69 161.99 157.69 156.12 156.02 150.78 148.5 152.41 155.39
117.32 104.05 78.26 63.16 79.42 98.98 92.25 80.07 73.57 33.87 16.15 67.4 90.76 100.06 80.36 48.87 64.95 118.86 150.96 158.72 154.01 159 165.19 165.69 162.99 159.69 154.12 151.91 156.78 161.55 164.73 154.6
100.64 90.65 89.62 95.32 90.17 81.63 75.24 73.87 71.78 38.8 43.68 86.24 112 151.42 121.23 88.09 136.28 159.25 158.03 158.9 159.08 166.47 171.76 162.99 157.99 155.8 147.93 146.61 155.97 164.71 165.75 164.43
91.32 74.9 70.49 70.85 76.43 65.38 67.72 73.2 76.79 56.18 50.65 80.77 121.56 159.28 138.31 104.37 152.81 163.06 156.04 156.13 166.02 170.31 165.23 156.48 149.59 147.4 156.42 161.37 161.9 171.64 176.51 175.21
82.4 73.41 91.64 89.39 42.25 52.95 70.04 73.56 71.41 46.22 30.05 56.63 85.53 118.7 103.79 116.93 156.7 159.36 162.82 171.99 175.37 171.48 171.18 169.29 159.29 156.59 170.09 176.15 178.4 181.59 184.4 181.1
99.53 117.27 133.65 86.39 42.66 55.11 85.75 72.3 38.82 38.36 76.25 56.09 64.21 97.13 130.87 158.31 159.19 158.95 163.42 169.97 175.54 174.54 171.32 171.29 167.59 169.89 178.69 179.18 180.18 182.59 183.29 181.21
158.13 184.99 167.65 107.53 58.54 46.85 64.81 51.14 41.17 88.62 150.44 120.01 124.8 157.23 169.48 168.05 167.87 172.82 173.67 172.14 174.41 172.19 167.16 172.43 177.43 179.84 182.37 181.78 180.59 182.29 182.4 179.1
189.04 189.72 184.07 167.55 133.62 95.37 70.88 92.36 129.82 161.84 181.13 170.16 167.77 171.9 171.5 173.5 179.58 181.43 179.98 176.5 176.2 177.35 177.32 181.92 183.33 182.33 182.75 183.46 182.05 180.78 180.29 176.21
183.39 181.33 180.2 177.89 179.21 169.43 157.82 172.38 184.65 180.24 181.26 179.59 178.98 179.49 181.79 182.38 179.49 181.87 181.96 179.8 180.2 182.94 183.91 183.03 182.44 183.33 183.75 183.35 180.46 178.67 177.7 173.21
178.89 181.29 185.36 187.62 186.51 187.09 190.57 188.02 184.1 184.3 185.53 182.16 181.98 184.44 186.44 187.14 185.06 184.87 183.98 182.5 184.39 184.54 185.62 185.22 184.63 185.63 185.94 181.94 180.05 179.97 177.59 171.4
181.61 183.48 187.08 188.16 186.01 182.88 178.87 169.95 169.65 176.98 179.57 179.57 181.46 184.13 184.24 185.13 185.32 182.32 181.43 181.95 183.95 183.73 182.14 183.14 182.03 181.03 179.74 177.44 176.85 175.77 172.51 168.32
